,Artist Name,variable,value
1199,Rob Vicious,Average Danceability,0.778517340346434
1200,Robb Bank$,Average Danceability,0.7501066200343773
1201,Robin Schulz,Average Danceability,0.6421806043956064
1202,Robyn,Average Danceability,0.6861052777777779
1203,Rockwell,Average Danceability,0.6262603770543074
1204,Rod Wave,Average Danceability,0.6704000238095338
1205,Roddy Ricch,Average Danceability,0.7761572916668874
1206,Rodney Atkins,Average Danceability,0.568182628205128
1207,Roger,Average Danceability,0.6742324433621933
1208,Romeo Santos,Average Danceability,0.7250819087216558
1209,Romy Dya,Average Danceability,0.6539083333333352
1210,Ronny J,Average Danceability,0.7644791666666667
1211,Rowdy Rebel,Average Danceability,0.6713261890074984
1212,Roy Woods,Average Danceability,0.7003255357142852
1213,"Royce Da 5'9""",Average Danceability,0.5731566754583004
1214,RuPaul,Average Danceability,0.7180448838730713
1215,Rubén Blades,Average Danceability,0.6140330063223814
1216,Rudimental,Average Danceability,0.627948156850456
1217,Ruelle,Average Danceability,0.40663452380952386
1218,Run The Jewels,Average Danceability,0.6573381974275744
1219,Rush,Average Danceability,0.35627872695253865
1220,Russ,Average Danceability,0.6709958114517391
1221,Russell Dickerson,Average Danceability,0.5685437031681867
1222,Rusted Root,Average Danceability,0.584095343867459
1223,Rvssian,Average Danceability,0.7543500000000005
1224,Ryan Gosling,Average Danceability,0.49591719276483226
1225,Ryan Riback,Average Danceability,0.6942624999999912
1226,Ryan Tedder,Average Danceability,0.6202945479523401
1227,Rylo Rodriguez,Average Danceability,0.7316799999999999
1228,SAFE,Average Danceability,0.6903315972222223
1229,SAINt JHN,Average Danceability,0.7670865384616617
1230,SHAED,Average Danceability,0.5953011904761838
1231,SHY Martin,Average Danceability,0.6381783333333334
1232,SOB X RBE,Average Danceability,0.8317647222222291
1233,SUGA,Average Danceability,0.6254423868312765
1234,SVDDEN DEATH,Average Danceability,0.6308777777777776
1235,SWV,Average Danceability,0.6993932902554961
1236,SZA,Average Danceability,0.6526985714286131
1237,Saba,Average Danceability,0.72601153846154
1238,Sabrina Carpenter,Average Danceability,0.5852735714285904
1239,Sada Baby,Average Danceability,0.7806714453357055
1240,Sage The Gemini,Average Danceability,0.7831952083333471
1241,Salaam Remi,Average Danceability,0.5914631938518996
1242,Sam Cooke,Average Danceability,0.48144992673992687
1243,Sam Feldt,Average Danceability,0.6788572916666568
1244,Sam Fischer,Average Danceability,0.6203250000000011
1245,Sam Hunt,Average Danceability,0.5672533333333313
1246,Sam Smith,Average Danceability,0.5767109039702485
1247,Sampha,Average Danceability,0.5630133708407626
1248,San Holo,Average Danceability,0.5243746825396808
1249,Sandro Cavazza,Average Danceability,0.6405690708067378
1250,Santana,Average Danceability,0.5276245561077898
1251,Santigold,Average Danceability,0.6715200757575757
1252,Sasha Sloan,Average Danceability,0.6700752380952384
1253,Saudi,Average Danceability,0.7050838403639514
1254,Savage Ga$p,Average Danceability,0.7280595238095241
1255,Saweetie,Average Danceability,0.8286857142856494
1256,ScHoolboy Q,Average Danceability,0.7204988585433985
1257,Screamin' Jay Hawkins,Average Danceability,0.549953130622507
1258,Sean Kingston,Average Danceability,0.6678808225108226
1259,Sean Leon,Average Danceability,0.6463986111111112
1260,Sean Ono Lennon,Average Danceability,0.5142859592074592
1261,Sean Paul,Average Danceability,0.7314987179487265
1262,Sebastian Yatra,Average Danceability,0.6772927083333334
1263,Sech,Average Danceability,0.7193029761904357
1264,Seeb,Average Danceability,0.5886452380952114
1265,Seezyn,Average Danceability,0.6244848222855571
1266,Selena Gomez,Average Danceability,0.6879551080660804
1267,Seraphine,Average Danceability,0.6688666666666666
1268,Seth Rogen,Average Danceability,0.39960598873727526
1269,Seven Lions,Average Danceability,0.4874307142857144
1270,Shaggy,Average Danceability,0.7408237867269044
1271,Shakin' Stevens,Average Danceability,0.5850973510198955
1272,Shakira,Average Danceability,0.672188694016238
1273,Shallou,Average Danceability,0.5709010714285714
1274,Shania Twain,Average Danceability,0.5880945065789468
1275,Shawn Hook,Average Danceability,0.6038143759018743
1276,Shawn Mendes,Average Danceability,0.5239622914586407
1277,Sheck Wes,Average Danceability,0.7607480805809577
1278,Shelley FKA DRAM,Average Danceability,0.6346644426406675
1279,Sherhonda Gaulden,Average Danceability,0.6679999999999999
1280,Shlohmo,Average Danceability,0.4708464726613256
1281,Shordie Shordie,Average Danceability,0.7205237179487203
1282,Shoreline Mafia,Average Danceability,0.8533196259080922
1283,Shy Glizzy,Average Danceability,0.8004630052459564
1284,SiR,Average Danceability,0.6693726839826837
1285,Sia,Average Danceability,0.539133839888193
1286,Sigrid,Average Danceability,0.6539291666666668
1287,Silk City,Average Danceability,0.7238499999999977
1288,Sizzla,Average Danceability,0.6746936725825344
1289,Sjava,Average Danceability,0.6574251633986942
1290,Skepta,Average Danceability,0.7476246848739369
1291,Ski Mask The Slump God,Average Danceability,0.8072936538461085
1292,Skip Marley,Average Danceability,0.6610553571428512
1293,Skizzy Mars,Average Danceability,0.737908440170944
1294,Skrillex,Average Danceability,0.680163409090925
1295,Sky Rompiendo,Average Danceability,0.7721534583333334
1296,Skylar Grey,Average Danceability,0.5457379853479916
1297,Slaves,Average Danceability,0.5350318264374516
1298,Slaydro,Average Danceability,0.7470892857142857
1299,Sleepy Hallow,Average Danceability,0.8236015476190361
1300,Slim Jxmmi,Average Danceability,0.772263582814896
1301,Slipknot,Average Danceability,0.3692100286159924
1302,Sly Pyper,Average Danceability,0.6524271735209236
1303,Smino,Average Danceability,0.7090666666666671
1304,Smokepurpp,Average Danceability,0.8212841503267752
1305,Smokey Robinson,Average Danceability,0.6349671105796377
1306,Smooky MarGielaa,Average Danceability,0.7742884615384618
1307,Snakehips,Average Danceability,0.6819666666666768
1308,Snoop Dogg,Average Danceability,0.6566161257798572
1309,Snow,Average Danceability,0.7413698066149611
1310,Snøw,Average Danceability,0.6442800000000052
1311,Social House,Average Danceability,0.6483276991341991
1312,Sofi Tukker,Average Danceability,0.7169953846153845
1313,Sofia Reyes,Average Danceability,0.7131124999999998
1314,Solange,Average Danceability,0.6633954905053658
1315,Soleima,Average Danceability,0.6382807142857143
1316,Sosa Geek,Average Danceability,0.6858670129870147
1317,Sosamann,Average Danceability,0.7732034898331788
1318,Sound M.O.B.,Average Danceability,0.6477500000000017
1319,Soundgarden,Average Danceability,0.39966637857689064
1320,Southside,Average Danceability,0.7692312656641598
1321,Spooks,Average Danceability,0.7029010275046553
1322,St. Beauty,Average Danceability,0.6565830681818181
1323,Stacy Barthe,Average Danceability,0.6142985381652663
1324,Stan Kenton,Average Danceability,0.38913333333333333
1325,Stanaj,Average Danceability,0.5851500000000026
1326,Standing On The Corner,Average Danceability,0.41345357142857136
1327,Stargate,Average Danceability,0.629929585587345
1328,Starley,Average Danceability,0.759690384615439
1329,Starrah,Average Danceability,0.7159001773455377
1330,State of Sound,Average Danceability,0.6221474999999987
1331,Static Major,Average Danceability,0.7406510527882212
1332,Station Wagon P,Average Danceability,0.7435882352941183
1333,StaySolidRocky,Average Danceability,0.7405442016807225
1334,Stefflon Don,Average Danceability,0.6936514204545468
1335,Stereotypes,Average Danceability,0.7201155067155072
1336,Steve Aoki,Average Danceability,0.6109446802652935
1337,Steve Lacy,Average Danceability,0.6931954761904835
1338,Stevie Nicks,Average Danceability,0.5416637391111206
1339,Stevie Wonder,Average Danceability,0.6269564203237216
1340,Still Woozy,Average Danceability,0.6354198425460887
1341,Stormzy,Average Danceability,0.6937950892857169
1342,Stunna 4 Vegas,Average Danceability,0.8292118589743664
1343,Styles P,Average Danceability,0.5820413263819514
1344,Sublime,Average Danceability,0.6140826626178117
1345,Sugarland,Average Danceability,0.5509038708052388
1346,Summer Walker,Average Danceability,0.657096490212308
1347,Sunday Service Choir,Average Danceability,0.5499930143540671
1348,Supa Bwe,Average Danceability,0.711533693181818
1349,Surf Mesa,Average Danceability,0.6918801883357795
1350,Surfaces,Average Danceability,0.7436060606060654
1351,Swae Lee,Average Danceability,0.7492666666662916
1352,Sweet,Average Danceability,0.6231565476190488
1353,Swizz Beatz,Average Danceability,0.579523333333332
1354,Syd,Average Danceability,0.6863503178765675
1355,System Of A Down,Average Danceability,0.39838883269934144
1356,T-Pain,Average Danceability,0.6085689361190704
1357,T-Shyne,Average Danceability,0.7400562135780888
1358,T.I.,Average Danceability,0.6493080854123945
1359,TGT,Average Danceability,0.5656386554621847
1360,THE SCOTTS,Average Danceability,0.7203150670467797
1361,THEMXXNLIGHT,Average Danceability,0.5834480555555556
1362,TINI,Average Danceability,0.6902564935064934
1363,TLC,Average Danceability,0.6860451740824536
1364,TOKYO’S REVENGE,Average Danceability,0.7415529761904907
1365,TOMORROW X TOGETHER,Average Danceability,0.6541474082934609
1366,TOOL,Average Danceability,0.3751423504273511
1367,TOTO,Average Danceability,0.45212884797839886
1368,TW3LVE,Average Danceability,0.6449895833333333
1369,TWENTY88,Average Danceability,0.6155363529023855
1370,TWICE,Average Danceability,0.7043632928182936
1371,Tainy,Average Danceability,0.7146188095238409
1372,Takeoff,Average Danceability,0.8083600665878123
1373,Talking Heads,Average Danceability,0.6772930968614719
1374,Tame Impala,Average Danceability,0.5147617832167863
1375,Tammi Terrell,Average Danceability,0.6090787877302488
1376,Tankhead,Average Danceability,0.6521535896418396
1377,Tate McRae,Average Danceability,0.6363250000000177
1378,Tay Keith,Average Danceability,0.7603192737192719
1379,Tay-K,Average Danceability,0.7845585734071837
1380,Taylor Bennett,Average Danceability,0.6316588888888888
1381,Taylor Swift,Average Danceability,0.5859001842570989
1382,Tee Grizzley,Average Danceability,0.7632471257989434
1383,Tego Calderon,Average Danceability,0.7494114638664833
1384,Temple Of The Dog,Average Danceability,0.4360448211558557
1385,Teyana Taylor,Average Danceability,0.5497729270186335
1386,The 1975,Average Danceability,0.4784328190085814
1387,The Alchemist,Average Danceability,0.5356867649711401
1388,The All-American Rejects,Average Danceability,0.5108466394883926
1389,The Andrews Sisters,Average Danceability,0.6490473319663466
1390,The Band CAMINO,Average Danceability,0.51
1391,The Beach Boys,Average Danceability,0.5122884406384225
1392,The Beatles,Average Danceability,0.5138319919393368
1393,The Black Keys,Average Danceability,0.4801542397879898
1394,The Blessed Madonna,Average Danceability,0.758384470588235
1395,The Boy Next Door,Average Danceability,0.7537499999999968
1396,The Carters,Average Danceability,0.6779166666666689
1397,The Chainsmokers,Average Danceability,0.6068697049689988
1398,The Chicks,Average Danceability,0.5859845840855071
1399,The Citizens of Halloween,Average Danceability,0.2659185338913249
1400,The Clash,Average Danceability,0.5506418390092881
1401,The Commanders,Average Danceability,0.49595985536685544
1402,The Cranberries,Average Danceability,0.4161746167729147
1403,The Crypt-Kickers,Average Danceability,0.6041726391874717
1404,The Dap-Kings Horns,Average Danceability,0.6081293253968258
1405,The Fisk Jubilee Singers,Average Danceability,0.43203286131948937
1406,The Five Stairsteps,Average Danceability,0.5674073343984019
1407,The Flint Chozen Choir,Average Danceability,0.6085794172932318
1408,The Fontane Sisters,Average Danceability,0.598605563492054
1409,The Game,Average Danceability,0.6133287455804424
1410,The Goo Goo Dolls,Average Danceability,0.4170242865467865
1411,The Greatest Showman Ensemble,Average Danceability,0.4208746401515134
1412,The Harlem Community Choir,Average Danceability,0.4412086999022454
1413,The Jackson 5,Average Danceability,0.5573813591890574
1414,The Kid LAROI,Average Danceability,0.705525151515101
1415,The Killers,Average Danceability,0.5000280597343808
1416,The Knocks,Average Danceability,0.6660941666666667
1417,"The Last Artful, Dodgr",Average Danceability,0.6673455710955711
1418,The Lumineers,Average Danceability,0.5625243348589778
1419,The Muppets,Average Danceability,0.5178258074481074
1420,The National,Average Danceability,0.5218399199484709
1421,The Neighbourhood,Average Danceability,0.5425594318181641
1422,The Neptunes,Average Danceability,0.7066146170634979
1423,The Night Game,Average Danceability,0.6462894203664575
1424,The Notorious B.I.G.,Average Danceability,0.6865596129627428
1425,The Plastic Ono Band,Average Danceability,0.4826828942936192
1426,The Platters,Average Danceability,0.4436190763403264
1427,The Pogues,Average Danceability,0.421899884261114
1428,The Puppini Sisters,Average Danceability,0.6370318321795208
1429,The RattPack,Average Danceability,0.6941785714285714
1430,The Rolling Stones,Average Danceability,0.40680199378579707
1431,The Ronettes,Average Danceability,0.48571046969696724
1432,The Strokes,Average Danceability,0.5039248232323235
1433,The Temptations,Average Danceability,0.5990438783275551
1434,The Vamps,Average Danceability,0.6009930289413068
1435,The Weeknd,Average Danceability,0.5541145121379157
1436,The xx,Average Danceability,0.7000527389277392
1437,The-Dream,Average Danceability,0.6354960676578342
1438,Theresa Rex,Average Danceability,0.6887000000000008
1439,Thirty Seconds To Mars,Average Danceability,0.48998602417190684
1440,Thomas Gold,Average Danceability,0.6743254978354978
1441,Thomas Rhett,Average Danceability,0.5770209690513136
1442,Thundercat,Average Danceability,0.610516712852365
1443,Thurl Ravenscroft,Average Danceability,0.5185534720713229
1444,Tierra Whack,Average Danceability,0.7938666666666652
1445,Tiffany Evans,Average Danceability,0.5841824675324675
1446,Tim Berg,Average Danceability,0.6815900000000001
1447,Tim McGraw,Average Danceability,0.5139202801365261
1448,Timbaland,Average Danceability,0.6936844873448675
1449,Timeflies,Average Danceability,0.694343181818182
1450,Tina Turner,Average Danceability,0.6082121018301873
1451,Tinashe,Average Danceability,0.70246221539898
1452,Tiny Meat Gang,Average Danceability,0.800435
1453,TisaKorean,Average Danceability,0.7622768907563106
1454,Tiësto,Average Danceability,0.6099829142471948
1455,Toby Keith,Average Danceability,0.5965151590076584
1456,Tom DeLonge,Average Danceability,0.4889255952380953
1457,Tom Petty,Average Danceability,0.5495587091651546
1458,Tom Petty and the Heartbreakers,Average Danceability,0.5420700841750828
1459,Tom Walker,Average Danceability,0.5737821428571427
1460,Tomine Harket,Average Danceability,0.6236933333333334
1461,Tommy Torres,Average Danceability,0.5114749621212121
1462,Tones And I,Average Danceability,0.6696583333332347
1463,Tony Bennett,Average Danceability,0.4380767693185711
1464,Tony Williams,Average Danceability,0.47269706174381193
1465,Topic,Average Danceability,0.675685535714272
1466,Tori Kelly,Average Danceability,0.5367557144865314
1467,Toro y Moi,Average Danceability,0.6279022960372961
1468,Tory Lanez,Average Danceability,0.6301059599674301
1469,Tove Lo,Average Danceability,0.5833347776115324
1470,Tove Styrke,Average Danceability,0.6195700757575759
1471,Towkio,Average Danceability,0.6301028540844854
1472,Tracy T,Average Danceability,0.7990631960702341
1473,Train,Average Danceability,0.5461552401363258
1474,Trap Manny,Average Danceability,0.6754164033189032
1475,Travis Barker,Average Danceability,0.6048725961538355
1476,Travis Scott,Average Danceability,0.702399882838515
1477,Trevor Daniel,Average Danceability,0.6336450000000005
1478,Trey Lewis,Average Danceability,0.5612424242424237
1479,Trey Songz,Average Danceability,0.6145612483268146
1480,TrifeDrew,Average Danceability,0.7251428571428571
1481,Trinidad James,Average Danceability,0.7286264840714847
1482,Trio Vegabajeño,Average Danceability,0.6654437193362194
1483,Trippie Redd,Average Danceability,0.652282786646102
1484,Trouble,Average Danceability,0.6894782927489181
1485,Troye Sivan,Average Danceability,0.5845178869047818
1486,Troyse,Average Danceability,0.6619407882241218
1487,Turbo,Average Danceability,0.7298769841269842
1488,Twenty One Pilots,Average Danceability,0.6614093749999723
1489,Twice As Nice,Average Danceability,0.6232874146357907
1490,Twista,Average Danceability,0.7193748204573206
1491,Ty Dolla $ign,Average Danceability,0.6662560026222822
1492,Tyga,Average Danceability,0.7256261624788044
1493,Tyla Yaweh,Average Danceability,0.6928950000000045
1494,Tyler Childers,Average Danceability,0.528111235341925
1495,"Tyler, The Creator",Average Danceability,0.551250930225746
1496,U-God,Average Danceability,0.6762299795416565
1497,U2,Average Danceability,0.4864806592818844
1498,Ugly God,Average Danceability,0.782270989774113
1499,Usher,Average Danceability,0.6462223411637213
1500,VIC MENSA,Average Danceability,0.6435045238095235
1501,Valerie Broussard,Average Danceability,0.5602966520467834
1502,Vampire Weekend,Average Danceability,0.6059358405483394
1503,Van Halen,Average Danceability,0.4428888891386393
1504,Van Morrison,Average Danceability,0.5526868145188142
1505,Vance Joy,Average Danceability,0.565611548647432
1506,Vanessa Hudgens,Average Danceability,0.6663173726763397
1507,Vargas & Lagola,Average Danceability,0.5549625757575757
1508,Vedo,Average Danceability,0.7156285464535556
1509,Vera Blue,Average Danceability,0.5999502521008402
1510,Verse Simmonds,Average Danceability,0.7513986111111111
1511,Vice,Average Danceability,0.7193928571428633
1512,Victoria Monét,Average Danceability,0.6371483423520959
1513,Vince Gill,Average Danceability,0.5308877157080187
1514,Vince Guaraldi Trio,Average Danceability,0.4677385325091504
1515,Vince Staples,Average Danceability,0.7758312554112525
1516,Vory,Average Danceability,0.6472132900432902
1517,Vybz Kartel,Average Danceability,0.6870775625436655
1518,VÉRITÉ,Average Danceability,0.48375284090909115
1519,WALK THE MOON,Average Danceability,0.5772758654711303
1520,WESTSIDE BOOGIE,Average Danceability,0.6665045454545454
1521,WILLOW,Average Danceability,0.5575302546327796
1522,WYNNE,Average Danceability,0.5660719643162394
1523,Wafia,Average Danceability,0.6899972222222358
1524,Wale,Average Danceability,0.6369250770063528
1525,Wales,Average Danceability,0.48244
1526,Walker Hayes,Average Danceability,0.7236838636363653
1527,Wallows,Average Danceability,0.5576462121212137
1528,Wanz,Average Danceability,0.6939658333333334
1529,Warren Zevon,Average Danceability,0.5227455821360012
1530,Weezer,Average Danceability,0.5284077639027637
1531,Wham!,Average Danceability,0.645842621757149
1532,Whethan,Average Danceability,0.6527011111111112
1533,White Gold,Average Danceability,0.6383690115440115
1534,Whitney Houston,Average Danceability,0.5620509944222538
1535,WhoHeem,Average Danceability,0.8143846153846154
1536,Why Don't We,Average Danceability,0.6354625000000081
1537,Wilbur Soot,Average Danceability,0.6469999999999998
1538,Will Smith,Average Danceability,0.739782172035481
1539,William Singe,Average Danceability,0.6452999999999999
1540,Willy William,Average Danceability,0.7003914583334119
1541,Winona Oak,Average Danceability,0.6287875000000082
1542,Wisin,Average Danceability,0.7531619499522352
1543,Wiz Khalifa,Average Danceability,0.7736043805777698
1544,WizDaWizard,Average Danceability,0.74525
1545,WizKid,Average Danceability,0.6976445230724053
1546,Wolftyla,Average Danceability,0.7336179487179493
1547,Wyclef Jean,Average Danceability,0.6316968979936465
1548,X Ambassadors,Average Danceability,0.5459572979797737
1549,XXXTENTACION,Average Danceability,0.7238721472326193
1550,XYLØ,Average Danceability,0.6187477777777829
1551,Y2K,Average Danceability,0.7606000000000162
1552,YBN Nahmir,Average Danceability,0.7846021739128677
1553,YFN Lucci,Average Danceability,0.6689421208407482
1554,YG,Average Danceability,0.7127652368383143
1555,YK Osiris,Average Danceability,0.7693166666666689
1556,YNW Melly,Average Danceability,0.7690087202380113
1557,YUNGBLUD,Average Danceability,0.5433420299145296
1558,Yak Gotti,Average Danceability,0.7939800460204869
1559,Yandel,Average Danceability,0.7687030683409737
1560,Yasiin Bey,Average Danceability,0.6408690026725652
1561,Yaviah,Average Danceability,0.7497026683082154
1562,Years & Years,Average Danceability,0.6323029452614374
1563,Yebba,Average Danceability,0.6020736100992667
1564,Yellow Claw,Average Danceability,0.6307865065964737
1565,Yo Gotti,Average Danceability,0.7076385074452037
1566,Yoko Ono,Average Danceability,0.4968841837021822
1567,Young Dolph,Average Danceability,0.8041886509324038
1568,Young M.A,Average Danceability,0.7016714285714439
1569,Young Nudy,Average Danceability,0.7970067472111161
1570,Young Scooter,Average Danceability,0.7844525976107225
1571,Young Sinatra,Average Danceability,0.7257224736048259
1572,Young Stoner Life,Average Danceability,0.7671190476190406
1573,Young Thug,Average Danceability,0.7756046923476654
1574,YoungBoy Never Broke Again,Average Danceability,0.7239194055248154
1575,Youv Dee,Average Danceability,0.7480519943081324
1576,Yugen Blakrok,Average Danceability,0.6290312000646467
1577,Yung Baby Tate,Average Danceability,0.7736221645021627
1578,Yung Bans,Average Danceability,0.7913265714285721
1579,Yung Bleu,Average Danceability,0.7087532598039215
1580,Yung Joc,Average Danceability,0.7321665760869565
1581,Yung LB,Average Danceability,0.7197068001443002
1582,Yung Pinch,Average Danceability,0.7110037500000017
1583,Yves Tumor,Average Danceability,0.529265606060606
1584,ZAYN,Average Danceability,0.5342984815486109
1585,ZHU,Average Danceability,0.7090720238095238
1586,Zac Brown Band,Average Danceability,0.5870108634135476
1587,Zac Efron,Average Danceability,0.5395435346583205
1588,Zacari,Average Danceability,0.6929375777150985
1589,Zack De La Rocha,Average Danceability,0.6250098027898028
1590,Zak Abel,Average Danceability,0.6948857142857143
1591,Zara Larsson,Average Danceability,0.6443002380952528
1592,Zay Hilfigerrr,Average Danceability,0.7303022630147642
1593,Zayion McCall,Average Danceability,0.6856206196581207
1594,Zebra Katz,Average Danceability,0.7132136111111109
1595,Zedd,Average Danceability,0.6364270518592353
1596,Zeeba,Average Danceability,0.6951944444444605
1597,Zendaya,Average Danceability,0.6434839712918814
1598,Zhavia Ward,Average Danceability,0.48920277509114524
1599,Zion,Average Danceability,0.6821954166666659
1600,Zion & Lennox,Average Danceability,0.7470033531746036
1601,Ziv Zaifman,Average Danceability,0.44573632034631755
1602,Zoe Nash,Average Danceability,0.6393863636363646
1603,Zoink Gang,Average Danceability,0.7070166666666667
1604,alt-J,Average Danceability,0.5636863226674759
1605,at Wendys,Average Danceability,0.758
1606,bbno$,Average Danceability,0.8482196153845586
1607,beabadoobee,Average Danceability,0.49558380952382114
1608,benny blanco,Average Danceability,0.6578873616733788
1609,blackbear,Average Danceability,0.6782102380951379
1610,blink-182,Average Danceability,0.4894037330586089
1611,bülow,Average Danceability,0.6562794572921122
1612,for KING & COUNTRY,Average Danceability,0.5247452486402486
1613,fun.,Average Danceability,0.5469211060606061
1614,girl in red,Average Danceability,0.5208888888888867
1615,gnash,Average Danceability,0.6594873626373637
1616,grandson,Average Danceability,0.5760750000000004
1617,i_o,Average Danceability,0.6532249999999998
1618,iann dior,Average Danceability,0.697017777777726
1619,j-hope,Average Danceability,0.7731428571428571
1620,jetsonmade,Average Danceability,0.8106592261904759
1621,jxdn,Average Danceability,0.5976824863402803
1622,kai,Average Danceability,0.6625778533462162
1623,kiLL edward,Average Danceability,0.7573633333333353
1624,lau.ra,Average Danceability,0.6931599245852187
1625,lil aaron,Average Danceability,0.5855498484848484
1626,lovelytheband,Average Danceability,0.6109612640670359
1627,mansionz,Average Danceability,0.6619443622368759
1628,ppcocaine,Average Danceability,0.8820511363636412
1629,rei brown,Average Danceability,0.5880184628237259
1630,salem ilese,Average Danceability,0.6797988879831343
1631,slowthai,Average Danceability,0.6813958333333334
1632,teddy<3,Average Danceability,0.6268210667729244
1633,watt,Average Danceability,0.6592398085010994
1634,Ñengo Flow,Average Danceability,0.7421346323529376
1635,$uicideBoy$,Average Energy,0.6575725909215777
1636,(G)I-DLE,Average Energy,0.7506408333333312
1637,*NSYNC,Average Energy,0.7313583911064374
1638,070 Shake,Average Energy,0.5875104761904748
1639,100 gecs,Average Energy,0.7019723684210527
1640,2 Chainz,Average Energy,0.6630472294373176
1641,21 Savage,Average Energy,0.5496160899424286
1642,22 Savage,Average Energy,0.5956777211677233
1643,24hrs,Average Energy,0.5316854470529474
1644,24kGoldn,Average Energy,0.7008312499999741
1645,2Pac,Average Energy,0.7482675735159451
1646,347aidan,Average Energy,0.3852066666666674
1647,42 Dugg,Average Energy,0.6615728002070309
1648,5 Seconds of Summer,Average Energy,0.8235496750880037
1649,50 Cent,Average Energy,0.701161455946026
1650,6LACK,Average Energy,0.5179015079365414
1651,6ix9ine,Average Energy,0.644770355477688
1652,88-Keys,Average Energy,0.694756627084743
1653,88rising,Average Energy,0.6714257497116491
1654,99 Percent,Average Energy,0.7380051282051312
1655,9lokknine,Average Energy,0.5859013888889099
1656,A Boogie Wit da Hoodie,Average Energy,0.6173724960814377
1657,A Day To Remember,Average Energy,0.8684194866220766
1658,A R I Z O N A,Average Energy,0.7236844444444432
1659,A Touch Of Class,Average Energy,0.7805065873015912
1660,A$AP ANT,Average Energy,0.519322911500264
1661,A$AP Ferg,Average Energy,0.6816996350140878
1662,A$AP Mob,Average Energy,0.6557931372549195
1663,A$AP NAST,Average Energy,0.5754548147440796
1664,A$AP Rocky,Average Energy,0.65174674836597
1665,A$AP Twelvyy,Average Energy,0.6279711904761891
1666,A$AP TyY,Average Energy,0.6607759978991595
1667,A-Trak,Average Energy,0.7912536005661
1668,A7S,Average Energy,0.7702928571428682
1669,ABIR,Average Energy,0.6438518253968252
1670,ABRA,Average Energy,0.5503155059523813
1671,AC/DC,Average Energy,0.8518253183188536
1672,AJR,Average Energy,0.5750369909501931
1673,ALISA UENO,Average Energy,0.7834042479863619
1674,ALLBLACK,Average Energy,0.6249759593837535
1675,ATR Son Son,Average Energy,0.5502157142857114
1676,AUGUST 08,Average Energy,0.6124059523809523
1677,AURORA,Average Energy,0.4474155473484927
1678,Aaron Carter,Average Energy,0.7736539774318765
1679,Aazar,Average Energy,0.8073825000000001
1680,Ab-Soul,Average Energy,0.636014635390823
1681,Adam Levine,Average Energy,0.5291356391167362
1682,Adele,Average Energy,0.511954242424246
1683,Afrojack,Average Energy,0.8246057781638294
1684,Agnes,Average Energy,0.7137175410064647
1685,Agust D,Average Energy,0.714675
1686,Akon,Average Energy,0.668767577838828
1687,Alan Walker,Average Energy,0.6946833571428546
1688,Alanis Morissette,Average Energy,0.6239682082216953
1689,Alec Benjamin,Average Energy,0.5117833333333385
1690,Alessia Cara,Average Energy,0.6092841025641068
1691,Alesso,Average Energy,0.7990213118580459
1692,Alex Lacamoire,Average Energy,0.45857609424201534
1693,Alexander 23,Average Energy,0.45170222208115246
1694,Ali Gatie,Average Energy,0.4874944444444428
1695,Alicia Keys,Average Energy,0.507827296898365
1696,Alina Baraz,Average Energy,0.571760389957265
1697,Aloe Blacc,Average Energy,0.6070167996586796
1698,Alok,Average Energy,0.7365166666666684
1699,Aly & AJ,Average Energy,0.6525689530812324
1700,Amanda Shires,Average Energy,0.5604775378787895
1701,Ambjaay,Average Energy,0.5600284090909093
1702,Aminé,Average Energy,0.57418758241755
1703,Ana Villafañe,Average Energy,0.6585642857142857
1704,Anderson .Paak,Average Energy,0.6778284710355476
1705,Andrelli,Average Energy,0.6981269999999954
1706,Andrew Andraos,Average Energy,0.3915000000000001
1707,Andrew Gold,Average Energy,0.5374657335164834
1708,Andrew McMahon in the Wilderness,Average Energy,0.6386111909616516
1709,Andrez Babii,Average Energy,0.6545325925925972
1710,André 3000,Average Energy,0.6852194155830189
1711,Andy Grammer,Average Energy,0.6746662703962709
1712,Andy Williams,Average Energy,0.3713835765489139
1713,Angels & Airwaves,Average Energy,0.8201812354312354
1714,Angèle,Average Energy,0.6500884128590707
1715,Anita Kerr Singers,Average Energy,0.2778170833333336
1716,Anitta,Average Energy,0.7165622771918897
1717,Anna of the North,Average Energy,0.49744846153846156
1718,Anne-Marie,Average Energy,0.6487027777778015
1719,Annie Lennox,Average Energy,0.5022191514933596
1720,Annika Wells,Average Energy,0.7034877947130265
1721,Ansel Elgort,Average Energy,0.6437878328237137
1722,Ant Clemons,Average Energy,0.5272092086834714
1723,Ant Saunders,Average Energy,0.571892857142858
1724,Anthony Hamilton,Average Energy,0.5607183164629488
1725,Anthony Ramos,Average Energy,0.551842260391031
1726,Anuel,Average Energy,0.7629068546903803
1727,Anuel AA,Average Energy,0.7059579545453677
1728,Arcangel,Average Energy,0.727552619047618
1729,Arctic Monkeys,Average Energy,0.7208843414918452
1730,Aretha Franklin,Average Energy,0.5112375488800482
1731,Ari Lennox,Average Energy,0.5808749999999991
1732,Ariana Grande,Average Energy,0.5906381362736867
1733,Arizona Zervas,Average Energy,0.6885166666666545
1734,Arthur Hanlon,Average Energy,0.7444069055944055
1735,Ashanti,Average Energy,0.6138266846307292
1736,Ashe,Average Energy,0.46649107142857293
